JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
63.121365,59.892815,66.52037,CBSE,60.33264,1,FIITJEE,Low,Low,PG,Semi-Urban,Low,No,No,1
86.13167,65.95656,66.086395,CBSE,63.484287,1,Local,Low,Low,HSC,Semi-Urban,Low,Yes,No,1
71.20726,38.208874,73.95357,ICSE,65.589355,1,Local,Low,Low,PG,Semi-Urban,Medium,No,No,1
71.19148,75.619255,63.01193,ICSE,58.311024,2,FIITJEE,Medium,Low,HSC,Rural,Medium,Yes,No,1
85.88038,51.001614,97.50813,CBSE,69.6081,1,Local,Very Low,Low,Graduate,Rural,High,No,No,1
50.51666,70.36986,74.239,CBSE,86.06271,1,FIITJEE,Very Low,High,SSLC,Semi-Urban,High,No,No,1
76.36626,42.476677,78.5068,ICSE,87.054924,1,Local,Low,Low,Graduate,Semi-Urban,High,Yes,No,1
79.02031,80.79642,71.241325,State,91.03717,1,Local,Medium,Low,SSLC,Semi-Urban,Medium,No,No,1
84.7738,50.731354,85.26255,CBSE,73.767006,1,Allen,Medium,High,PG,Rural,High,No,No,1
48.059395,43.099064,89.72737,CBSE,81.637985,1,Local,Medium,Low,PG,Rural,Low,No,No,1
88.29405,54.8942,82.43067,CBSE,63.78894,1,Self Study,Very Low,High,HSC,Semi-Urban,High,Yes,No,1
72.01557,61.830463,51.617588,CBSE,79.5733,1,Allen,Low,Low,SSLC,Rural,High,No,No,1
92.570175,72.1408,71.044716,CBSE,72.32844,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
53.17924,77.99222,62.2454,CBSE,66.0308,2,FIITJEE,Low,Low,PG,Semi-Urban,High,No,No,1
89.713486,93.41074,69.0315,CBSE,79.81957,1,Allen,Medium,Low,PG,Rural,Medium,No,No,1
57.966686,66.43576,60.34628,CBSE,89.2795,2,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
64.465355,71.72022,82.21816,State,86.81848,1,FIITJEE,Medium,Low,Graduate,Rural,High,Yes,No,1
70.52566,49.595615,49.802032,ICSE,65.86007,2,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
92.61607,46.44002,68.01863,CBSE,79.60408,1,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
81.970024,65.10043,69.33554,CBSE,90.32091,2,Local,Medium,Low,PG,Rural,High,Yes,No,1
73.45057,66.51575,44.043537,ICSE,82.60267,1,Allen,High,Low,HSC,Rural,Low,No,No,1
75.6345,60.576977,68.01388,ICSE,65.98793,1,FIITJEE,Very Low,High,PG,Rural,High,No,No,1
86.17786,50.375877,69.5644,ICSE,84.143776,2,FIITJEE,Very High,Low,SSLC,Semi-Urban,Low,No,No,1
58.651108,76.920456,81.540924,ICSE,65.83602,2,Allen,Low,Low,PG,Semi-Urban,High,No,No,1
92.64582,71.95475,71.02226,CBSE,72.491936,1,Local,Medium,Low,PG,Semi-Urban,High,No,No,1
71.316376,60.82797,55.067593,ICSE,74.38079,1,Local,Low,Low,HSC,Rural,High,No,No,1
72.26627,87.42587,64.74011,CBSE,74.47719,1,Self Study,High,Low,Graduate,Rural,Low,Yes,No,1
67.037674,51.664803,73.42319,CBSE,56.90534,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
93.492676,47.2103,69.67419,CBSE,79.37842,1,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
53.594078,85.63069,64.542015,CBSE,76.23643,1,Self Study,Medium,Low,HSC,Rural,Medium,Yes,No,1
71.621216,72.20553,87.63121,CBSE,62.134808,2,Local,Low,Low,HSC,Rural,Medium,Yes,No,1
73.51578,60.11964,60.54053,CBSE,93.42818,1,Local,Low,High,SSLC,Semi-Urban,Low,No,No,1
78.28211,41.728962,66.84029,State,75.31572,2,FIITJEE,Very Low,Low,Graduate,Semi-Urban,Low,No,No,1
49.83335,69.34109,74.93493,CBSE,85.53507,1,Local,Low,High,PG,Semi-Urban,High,No,No,1
76.50437,86.644585,71.6296,ICSE,75.42846,2,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
71.7133,89.54861,69.34183,CBSE,84.52496,1,Self Study,Medium,Low,PG,Semi-Urban,High,No,No,1
53.203037,49.318306,65.54676,CBSE,72.744576,1,Allen,High,Low,HSC,Rural,Low,No,No,1
98.52315,50.161137,74.720825,ICSE,87.79042,1,FIITJEE,Very Low,Low,Graduate,Rural,High,No,No,1
61.131115,56.765343,60.152348,ICSE,74.45643,2,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
85.80339,84.01253,64.04124,ICSE,63.465225,2,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
50.960503,58.45884,75.63095,CBSE,71.20734,2,FIITJEE,Medium,Low,PG,Rural,High,No,No,1
91.69918,42.05574,74.77918,CBSE,77.311646,1,Allen,Low,Low,PG,Rural,High,Yes,No,1
84.1728,49.205036,92.1368,ICSE,65.169716,1,Allen,Medium,Low,HSC,Rural,High,No,No,1
61.98731,93.68926,65.9639,ICSE,68.376884,1,Local,High,Low,Graduate,Rural,High,No,No,1
80.26215,82.715,72.76346,ICSE,89.86442,1,Local,High,Low,PG,Semi-Urban,Low,No,No,1
36.08795,36.67779,66.41554,CBSE,70.1408,1,Local,Very Low,High,Graduate,Rural,High,No,No,1
51.23998,77.54703,72.18392,ICSE,68.213455,1,Local,Very Low,Low,Graduate,Semi-Urban,High,No,No,1
40.084698,35.79877,59.316708,CBSE,75.569466,2,Local,Low,Low,Graduate,Rural,High,Yes,Yes,1
69.424675,85.06005,75.246704,CBSE,85.49966,2,FIITJEE,High,Low,PG,Semi-Urban,Low,Yes,No,1
79.71701,58.66876,65.74503,ICSE,70.42178,1,Allen,Low,Low,PG,Semi-Urban,Low,No,No,1
61.397408,54.4986,74.5784,CBSE,52.757942,1,Local,Very Low,High,PG,Semi-Urban,High,No,No,1
69.27249,68.81924,56.938793,State,70.712296,2,FIITJEE,Low,Low,Graduate,Rural,Medium,No,No,1
90.932686,39.29947,70.58441,CBSE,76.012085,1,Local,Low,Low,PG,Semi-Urban,High,No,No,1
99.94026,59.433018,75.12534,ICSE,87.00246,1,FIITJEE,Very Low,Low,Graduate,Rural,High,No,No,1
73.451515,77.618126,74.23134,CBSE,83.46312,2,FIITJEE,Very Low,High,HSC,Rural,High,No,No,1
82.12547,48.653835,83.25805,CBSE,79.289345,1,FIITJEE,Low,High,PG,Rural,High,No,No,1
85.22994,85.72003,68.189926,ICSE,59.82996,2,Local,Low,Low,PG,Rural,Low,No,No,1
85.19976,67.160515,100.0,CBSE,71.43657,1,FIITJEE,Low,Low,HSC,Semi-Urban,Medium,No,No,1
80.3802,60.847805,57.645977,CBSE,82.09536,1,Local,Low,Low,HSC,Semi-Urban,Medium,Yes,No,1
97.87197,65.44889,73.64317,ICSE,76.014046,1,Local,Very Low,High,HSC,Rural,High,No,No,1
74.25408,39.01288,65.317085,State,84.466995,1,FIITJEE,High,Low,HSC,Semi-Urban,High,No,No,1
65.95121,52.61068,55.903755,ICSE,81.20509,1,FIITJEE,Very Low,Low,Graduate,Rural,Low,Yes,No,1
56.56458,32.25537,48.073727,CBSE,79.127556,1,Allen,Very Low,High,Graduate,Urban,High,No,No,1
85.80695,78.436676,78.01253,ICSE,80.4949,1,Local,Medium,Low,HSC,Semi-Urban,Low,Yes,No,1
83.8229,78.5082,55.222626,CBSE,73.90971,2,Self Study,High,Low,HSC,Semi-Urban,High,No,No,1
100.0,57.831097,70.184906,CBSE,72.255295,2,Local,Medium,Low,PG,Semi-Urban,High,Yes,No,1
78.76199,83.96171,60.04071,CBSE,81.202965,1,Local,Low,Low,Graduate,Rural,Low,No,No,1
89.55797,50.22774,55.356045,CBSE,71.94567,1,FIITJEE,Very Low,High,HSC,Rural,High,No,No,1
79.43529,51.342747,66.322876,CBSE,51.280716,1,Self Study,Low,Low,PG,Rural,Medium,No,No,1
62.19621,76.15446,70.011955,ICSE,76.8213,1,FIITJEE,High,Low,PG,Rural,Low,No,No,1
93.20422,75.418655,85.89219,ICSE,61.001392,1,Allen,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
60.862244,66.537285,76.62998,CBSE,67.560394,1,Local,High,Low,Graduate,Rural,Low,No,No,1
66.67115,81.273575,57.451,State,82.97958,2,FIITJEE,Low,High,Graduate,Rural,High,No,No,1
66.39745,72.9199,81.36264,ICSE,87.04873,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
68.354195,54.41553,78.311714,ICSE,74.90883,1,FIITJEE,Medium,Low,PG,Rural,High,Yes,No,1
95.75926,61.337944,69.78967,ICSE,75.03016,2,Allen,Very Low,Low,PG,Rural,High,No,No,1
87.26962,58.761726,60.636135,CBSE,81.04215,2,Local,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
43.31491,39.232304,68.7696,State,54.852467,1,Allen,Medium,Low,PG,Rural,High,No,No,1
53.874752,64.279655,65.26484,CBSE,90.94366,1,FIITJEE,Low,Low,PG,Rural,Low,No,No,1
95.18418,68.67816,72.1622,CBSE,74.63337,1,Local,Very Low,Low,HSC,Semi-Urban,High,No,No,1
57.86437,70.32982,88.437775,ICSE,93.38922,1,Local,Medium,Low,PG,Urban,Low,Yes,No,1
48.419357,58.871086,76.760086,CBSE,73.675255,2,Local,Low,Low,HSC,Semi-Urban,High,Yes,No,1
74.970116,52.204105,51.818848,CBSE,68.09362,2,Local,High,Low,Graduate,Semi-Urban,High,No,No,1
52.88556,58.76885,68.216354,ICSE,69.24331,2,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
59.242428,80.85168,81.39714,ICSE,84.27394,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
56.270325,72.21576,79.48746,ICSE,63.508644,2,Allen,Low,Low,HSC,Semi-Urban,High,No,No,1
77.35978,86.875114,66.17218,ICSE,98.114204,2,Local,Low,High,SSLC,Rural,High,Yes,No,1
59.584625,71.75444,79.456955,ICSE,65.253426,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
100.0,63.161186,72.54204,CBSE,74.796455,2,FIITJEE,Medium,Low,PG,Semi-Urban,High,Yes,No,1
53.455933,80.70491,69.21322,CBSE,68.82933,1,Local,Low,Low,Graduate,Semi-Urban,High,No,No,1
33.39807,40.30697,67.78583,State,72.59617,1,FIITJEE,Medium,High,PG,Semi-Urban,Medium,Yes,Yes,1
59.996925,77.300705,47.619095,CBSE,80.99088,1,Allen,Medium,Low,Graduate,Semi-Urban,High,No,No,1
53.55743,57.1527,69.82667,ICSE,67.483376,1,FIITJEE,Low,Low,HSC,Semi-Urban,Low,No,No,1
65.056786,100.0,70.42053,CBSE,60.27333,2,Local,Low,Low,Graduate,Rural,Low,No,No,1
79.44707,79.75439,58.13229,ICSE,68.57418,1,Local,Medium,Low,PG,Rural,Low,No,No,1
94.4174,97.37121,65.07454,State,77.60388,1,FIITJEE,Low,Low,HSC,Rural,Low,Yes,No,1
86.57212,100.0,62.28992,CBSE,57.708233,1,Local,Low,Low,PG,Semi-Urban,High,No,No,1
74.65895,64.30609,75.72893,CBSE,82.490616,1,Local,Very Low,High,HSC,Semi-Urban,High,No,Yes,1
89.50547,72.34098,73.882324,CBSE,60.645634,1,Local,Medium,Low,Graduate,Semi-Urban,Medium,Yes,No,1
46.42965,50.079933,75.06177,ICSE,69.99949,1,Allen,Low,Low,PG,Semi-Urban,Low,No,No,1
44.13151,50.575363,62.38602,State,61.95484,2,FIITJEE,High,Low,HSC,Rural,Low,No,No,1
78.726006,68.17542,74.92862,CBSE,72.532486,1,Allen,Low,Low,Graduate,Urban,High,No,No,1
68.88634,62.554314,53.209084,CBSE,74.91163,1,FIITJEE,Low,Low,Graduate,Rural,Low,No,No,1
61.036774,77.95447,64.08878,ICSE,84.63727,1,Self Study,Very Low,Low,HSC,Semi-Urban,High,Yes,Yes,1
71.7813,73.763664,76.3908,CBSE,68.37666,1,Local,Medium,Low,PG,Semi-Urban,High,No,No,1
56.450474,42.77172,68.4084,ICSE,79.753914,2,Local,High,Low,PG,Rural,High,No,No,1
77.94573,72.301605,59.62561,ICSE,72.33575,1,Allen,Low,Low,Graduate,Semi-Urban,Low,No,No,1
74.43246,54.0503,81.44622,CBSE,70.05064,2,Allen,Very Low,Low,HSC,Rural,High,No,No,1
79.91127,84.05062,55.901836,CBSE,77.91839,1,Allen,Very Low,Low,HSC,Rural,High,No,No,1
65.45459,54.375027,88.5565,ICSE,74.99692,1,Allen,Very Low,Low,PG,Rural,High,Yes,No,1
60.469555,75.173904,62.80447,CBSE,80.36561,2,FIITJEE,Medium,Low,PG,Rural,Low,No,No,1
70.00988,69.15338,65.33149,ICSE,72.960556,1,Local,High,Low,HSC,Rural,Low,No,No,1
70.70771,42.23933,60.766514,State,82.95976,1,Allen,Medium,Low,HSC,Rural,Low,Yes,No,1
82.7668,89.22138,87.61453,ICSE,77.64508,2,Local,Very Low,Low,Graduate,Rural,High,No,No,1
66.232994,80.41304,76.83204,CBSE,65.51466,1,Allen,Medium,Low,SSLC,Semi-Urban,Medium,No,No,1
69.99821,36.74251,72.35737,ICSE,62.776028,1,Local,High,Low,PG,Rural,High,No,No,1
46.719913,64.12357,50.937164,ICSE,88.857506,2,Allen,Low,Low,Graduate,Semi-Urban,High,No,No,1
70.9931,69.65514,54.905296,ICSE,89.976814,1,Allen,Medium,Low,HSC,Rural,High,Yes,No,1
86.79078,71.47862,62.90836,State,88.95629,1,Allen,High,Low,PG,Semi-Urban,High,No,No,1
92.9402,72.4884,60.33269,CBSE,74.3674,2,Allen,Low,Low,Graduate,Rural,High,No,No,1
56.81307,61.49265,89.73218,CBSE,69.838715,2,Local,Medium,Low,PG,Urban,High,No,No,1
80.82525,36.453148,53.026703,CBSE,65.57099,2,Local,Very High,Low,PG,Urban,High,Yes,No,1
91.88259,60.723595,64.920364,CBSE,72.76,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,High,No,No,1
63.76915,90.00686,62.859726,CBSE,79.90606,1,FIITJEE,Low,Low,PG,Semi-Urban,High,Yes,No,1
67.97444,68.4034,79.4615,ICSE,60.699986,1,FIITJEE,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
93.92939,70.67603,69.616844,CBSE,99.20602,1,Local,Very Low,Low,PG,Urban,High,No,No,1
73.587654,76.22442,62.6958,CBSE,79.49138,2,FIITJEE,Medium,Low,Graduate,Urban,Low,No,No,1
60.62562,91.85505,66.81556,State,69.44987,1,FIITJEE,High,Low,Graduate,Rural,Low,No,No,1
62.919018,99.39656,79.489555,ICSE,75.21798,1,FIITJEE,Low,High,PG,Semi-Urban,High,No,No,1
80.04576,84.81157,56.246067,CBSE,77.48864,1,Allen,Very Low,Low,PG,Rural,High,No,No,1
68.90452,64.29558,72.46222,State,83.15138,2,Allen,Low,Low,PG,Rural,High,No,No,1
60.395824,62.679523,90.85963,ICSE,71.949905,1,FIITJEE,Low,Low,Graduate,Rural,Low,No,No,1
81.58889,61.902206,57.32371,CBSE,83.490005,1,FIITJEE,Medium,Low,PG,Semi-Urban,Medium,Yes,No,1
99.729935,69.10322,67.92037,State,50.0,1,FIITJEE,Very Low,Low,PG,Semi-Urban,High,No,No,1
69.11721,80.65448,52.734543,CBSE,88.10102,2,FIITJEE,Low,Low,Graduate,Rural,High,No,No,1
70.53125,39.762356,47.80962,CBSE,73.98694,1,Allen,Very Low,Low,HSC,Semi-Urban,High,No,No,1
62.379627,67.04461,63.850346,CBSE,80.46567,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
56.953766,44.352833,86.200325,CBSE,89.10325,1,FIITJEE,High,Low,PG,Rural,Low,No,No,1
76.48867,63.687542,75.416794,CBSE,86.04238,1,FIITJEE,Low,High,HSC,Urban,High,No,No,1
75.085495,88.29088,65.13274,ICSE,62.571457,1,Allen,High,Low,PG,Semi-Urban,High,Yes,No,1
58.680374,79.35935,82.62351,CBSE,67.54041,1,Allen,Low,Low,SSLC,Semi-Urban,High,No,No,1
53.04017,53.289307,71.69091,CBSE,97.65013,1,FIITJEE,High,Low,SSLC,Semi-Urban,Low,No,No,1
83.60525,77.39695,80.85384,State,64.300735,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
73.92172,60.412483,60.38906,CBSE,93.77084,1,Local,Low,High,SSLC,Semi-Urban,Low,No,No,1
82.91398,98.17697,78.72694,CBSE,70.99515,2,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
73.792015,39.002,64.106026,ICSE,83.73401,1,Local,Medium,Low,HSC,Urban,High,No,No,1
73.95963,53.841766,81.18968,CBSE,65.31402,1,Allen,Medium,Low,SSLC,Rural,Low,Yes,No,1
77.68845,76.57551,70.45983,CBSE,76.25484,1,Allen,Very High,Low,Graduate,Semi-Urban,Low,No,No,1
80.44785,57.414528,88.834755,CBSE,69.68998,1,Allen,Medium,Low,PG,Rural,Low,No,No,1
67.31605,52.074123,70.03838,ICSE,93.86669,1,FIITJEE,Medium,Low,HSC,Rural,Medium,No,No,1
84.68048,87.59092,81.39264,CBSE,87.66239,1,Local,Low,Low,Graduate,Rural,Low,No,No,1
76.64099,54.248177,63.962948,State,74.77625,2,Self Study,Very Low,Low,PG,Semi-Urban,High,No,Yes,1
65.47637,77.70564,75.09746,ICSE,65.65878,1,Allen,Medium,Low,SSLC,Semi-Urban,Medium,No,No,1
79.03376,73.33844,64.62356,CBSE,82.06298,1,Allen,Low,High,HSC,Urban,High,Yes,No,1
94.38455,69.17149,61.995346,CBSE,76.390656,1,Allen,Low,Low,Graduate,Rural,High,No,No,1
52.059666,58.841164,70.61531,CBSE,71.62868,2,Local,Very Low,Low,Graduate,Semi-Urban,High,No,No,1
72.10445,62.85116,51.18503,ICSE,73.84271,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
64.93631,67.504074,57.205368,ICSE,81.497154,1,Local,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
99.1339,53.82206,69.18483,ICSE,64.87944,1,FIITJEE,Very Low,Low,PG,Urban,High,No,No,1
84.54733,66.26392,43.076942,ICSE,77.7185,1,Allen,High,Low,Graduate,Semi-Urban,High,No,No,1
74.2895,80.9701,66.00113,ICSE,54.411304,1,Local,Medium,Low,Graduate,Rural,Low,No,No,1
73.0476,47.7117,52.32252,CBSE,87.250175,2,FIITJEE,Low,Low,HSC,Urban,High,No,No,1
75.17446,63.989536,56.055,ICSE,76.728874,2,Allen,Very Low,Low,HSC,Rural,Low,No,No,1
53.10333,46.43069,81.39905,ICSE,81.14205,1,Allen,Medium,Low,PG,Semi-Urban,Low,No,No,1
48.958366,58.30664,64.26413,CBSE,70.818115,1,Allen,High,Low,Graduate,Semi-Urban,High,Yes,No,1
54.332207,73.74898,71.168434,CBSE,76.47433,1,FIITJEE,Low,Low,PG,Rural,High,Yes,No,1
96.22092,53.91607,72.602234,CBSE,52.696568,1,Local,High,Low,PG,Rural,High,No,No,1
60.185837,81.84174,64.40419,ICSE,63.268246,1,Local,Low,Low,Graduate,Semi-Urban,High,Yes,No,1
62.523666,66.81273,63.48499,CBSE,79.10909,1,FIITJEE,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
76.12186,61.00334,59.893536,ICSE,93.1381,1,FIITJEE,Low,Low,HSC,Semi-Urban,Medium,Yes,No,1
86.51223,81.90264,71.47982,ICSE,66.951836,2,FIITJEE,Low,Low,HSC,Rural,Low,Yes,No,1
51.606583,83.72417,65.62365,ICSE,76.810875,1,Self Study,Medium,Low,HSC,Rural,Medium,Yes,No,1
55.27623,76.37347,68.48734,CBSE,69.2942,2,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
77.007355,82.69905,90.03802,CBSE,72.80701,2,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,No,No,1
66.69317,61.057148,73.1641,CBSE,70.01144,1,Local,High,Low,PG,Rural,Low,No,No,1
86.98194,68.232346,65.696976,ICSE,89.73314,2,FIITJEE,Medium,Low,HSC,Semi-Urban,High,No,No,1
51.642242,60.34799,56.467598,ICSE,90.457184,1,Allen,Medium,Low,Graduate,Urban,Low,No,No,1
84.6248,53.340622,85.78942,CBSE,70.47312,1,Allen,Medium,Low,PG,Rural,Low,No,No,1
69.88685,59.929806,74.86648,CBSE,85.668846,1,Local,Low,Low,HSC,Urban,High,Yes,No,1
66.9635,52.444016,55.423393,ICSE,84.03022,1,FIITJEE,Very Low,Low,Graduate,Rural,Low,Yes,No,1
69.47887,84.717766,66.81112,ICSE,67.6278,2,FIITJEE,High,Low,SSLC,Semi-Urban,Low,No,No,1
60.00844,61.611145,66.182014,ICSE,88.63894,1,Allen,Medium,Low,PG,Semi-Urban,High,Yes,No,1
90.17989,63.882015,98.07158,CBSE,71.9571,1,FIITJEE,Low,Low,SSLC,Semi-Urban,Low,No,No,1
95.933205,81.13529,68.23449,ICSE,74.40414,2,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
75.61614,93.261665,59.83443,State,75.793396,1,Allen,Medium,Low,HSC,Semi-Urban,High,No,No,1
83.89487,54.802494,88.12505,ICSE,65.38011,1,FIITJEE,High,Low,PG,Rural,Low,No,No,1
62.646965,69.73848,78.906944,ICSE,67.159615,1,Allen,Medium,Low,SSLC,Semi-Urban,High,No,No,1
80.06681,80.61678,57.760117,ICSE,67.78065,1,Local,Medium,Low,PG,Rural,Low,No,No,1
92.07804,61.66482,66.520294,CBSE,79.67996,1,FIITJEE,High,Low,HSC,Semi-Urban,High,Yes,No,1
71.71738,61.360405,54.350254,ICSE,75.216194,1,Local,Low,Low,HSC,Rural,High,No,No,1
90.82886,54.00746,62.95901,ICSE,74.51402,2,Local,Medium,Low,Graduate,Rural,Low,Yes,No,1
87.5528,65.83941,99.95721,CBSE,74.46938,1,Allen,Very Low,Low,PG,Semi-Urban,Low,No,No,1
61.22804,71.08206,75.66741,CBSE,67.89886,1,Local,Low,Low,PG,Semi-Urban,Low,No,No,1
84.0677,88.4473,83.70887,ICSE,81.97575,1,Local,Very Low,Low,Graduate,Rural,High,No,No,1
80.366714,46.9873,82.0406,CBSE,82.482994,1,Local,Very Low,High,HSC,Semi-Urban,High,No,No,1
49.21982,72.34899,60.018173,ICSE,87.031494,1,FIITJEE,Low,Low,PG,Semi-Urban,Low,No,No,1
72.81378,79.70712,78.22231,ICSE,69.0699,1,Allen,Low,Low,Graduate,Urban,High,No,No,1
66.600784,66.39214,81.071754,State,59.808186,1,FIITJEE,Medium,Low,PG,Semi-Urban,Medium,No,No,1
57.8535,70.09749,68.505196,State,77.46524,1,Allen,Medium,Low,Graduate,Semi-Urban,High,No,No,1
73.625885,74.66799,71.19021,ICSE,63.89908,2,FIITJEE,Medium,Low,HSC,Rural,High,No,No,1
57.10368,66.554726,69.64313,CBSE,69.34459,1,FIITJEE,Medium,Low,PG,Rural,High,No,No,1
76.83724,57.972404,64.371704,ICSE,74.50495,1,Self Study,Very Low,Low,PG,Rural,High,Yes,No,1
66.86722,65.70752,79.90268,CBSE,67.61313,2,FIITJEE,High,Low,HSC,Semi-Urban,High,No,No,1
53.020187,44.270466,61.67057,CBSE,94.60614,1,Local,Low,Low,HSC,Rural,High,No,No,1
50.889996,69.53517,73.36571,CBSE,86.083786,1,FIITJEE,Low,High,SSLC,Semi-Urban,High,No,No,1
65.51222,70.42862,87.80839,State,75.430275,1,Allen,High,Low,Graduate,Semi-Urban,Medium,No,No,1
57.5901,61.278996,65.66326,CBSE,88.52325,1,Allen,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
93.21865,46.969513,69.15667,CBSE,79.44896,1,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
73.342026,50.13624,84.21738,ICSE,64.28446,1,FIITJEE,High,Low,SSLC,Rural,High,Yes,No,1
88.41491,51.234024,82.77093,ICSE,66.4986,1,Local,Low,Low,SSLC,Rural,Low,No,No,1
86.28444,78.72913,87.09582,ICSE,76.21964,1,FIITJEE,Very Low,Low,PG,Rural,High,No,No,1
89.29476,66.03076,65.36708,ICSE,69.9171,1,FIITJEE,Low,Low,HSC,Semi-Urban,High,No,No,1
88.51657,56.81744,73.92932,ICSE,59.114254,1,Allen,Low,High,HSC,Rural,High,Yes,No,1
77.90436,49.41492,76.60154,ICSE,72.09295,1,Allen,Very Low,Low,SSLC,Rural,High,No,No,1
61.201843,66.786224,92.40545,ICSE,76.45216,2,Allen,Low,Low,HSC,Urban,High,No,No,1
43.659912,56.839962,80.57858,ICSE,65.97454,1,FIITJEE,Low,Low,HSC,Rural,Low,No,No,1
76.687325,68.713295,74.33704,CBSE,73.54074,2,Allen,Medium,Low,Graduate,Semi-Urban,High,No,No,1
95.493835,71.361404,52.674805,CBSE,70.58113,2,FIITJEE,Medium,Low,PG,Rural,Low,No,No,1
81.63673,61.509933,47.805874,CBSE,84.82152,1,Local,Medium,Low,HSC,Rural,Medium,Yes,No,1
77.34697,82.74331,88.63335,CBSE,73.595024,2,Local,Medium,Low,Graduate,Semi-Urban,Medium,Yes,No,1
77.24177,68.55425,61.94144,ICSE,93.5639,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,No,No,1
74.182396,38.891663,65.58612,ICSE,84.37391,1,FIITJEE,High,Low,HSC,Urban,High,No,No,1
50.33202,59.544758,76.97111,CBSE,72.576355,2,FIITJEE,Low,Low,Graduate,Semi-Urban,High,Yes,No,1
73.23886,74.923134,39.319977,ICSE,74.88758,1,Allen,Medium,Low,HSC,Semi-Urban,Low,No,No,1
65.30386,48.538105,72.110016,ICSE,88.51015,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,Yes,No,1
74.54874,61.099483,80.38911,CBSE,76.149895,2,FIITJEE,High,Low,HSC,Urban,Medium,No,No,1
87.93895,65.59085,64.06176,ICSE,63.470757,1,Local,Very Low,Low,HSC,Semi-Urban,Low,No,No,1
88.00233,83.68654,74.59627,ICSE,83.978065,1,Allen,Medium,Low,Graduate,Rural,High,No,No,1
62.53566,78.856476,64.03414,ICSE,86.274376,2,Self Study,Very Low,Low,Graduate,Rural,Low,Yes,No,1
68.15875,41.757927,89.712616,ICSE,68.99336,1,FIITJEE,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
63.25402,74.3412,65.58773,ICSE,75.08182,1,Allen,Low,Low,PG,Semi-Urban,High,No,No,1
82.309715,79.29028,54.847717,State,67.77281,1,Local,High,Low,Graduate,Rural,Medium,No,No,1
88.56527,74.367584,82.13398,ICSE,78.39099,1,Local,High,Low,Graduate,Rural,High,Yes,No,1
77.68462,64.22641,91.75045,ICSE,75.9185,1,Allen,Very Low,Low,PG,Semi-Urban,High,No,No,1
60.48585,57.231033,74.00128,ICSE,71.07591,1,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
57.107796,87.050644,68.551575,State,71.59948,1,Allen,Medium,Low,HSC,Semi-Urban,Medium,No,No,1
87.51211,53.91568,97.0071,CBSE,72.70119,1,Local,Very Low,Low,Graduate,Rural,High,Yes,No,1
53.2157,61.35713,56.907722,ICSE,73.339516,1,FIITJEE,Medium,Low,HSC,Semi-Urban,Low,No,No,1
62.60476,52.056686,75.57926,CBSE,55.66498,1,Local,Low,Low,HSC,Semi-Urban,High,Yes,No,1
65.03957,88.6868,62.38171,CBSE,78.87097,1,FIITJEE,Low,Low,PG,Rural,High,Yes,No,1
83.43861,46.813118,67.214355,ICSE,82.69698,2,FIITJEE,High,Low,PG,Semi-Urban,High,No,No,1
67.57036,77.57795,46.13378,ICSE,64.75482,1,Allen,High,Low,HSC,Rural,High,No,No,1
90.5312,55.56856,71.447174,ICSE,83.49488,1,Local,Low,Low,SSLC,Rural,Low,No,No,1
